Node ID,Title,Body,Year,Category,Course,Date,Repository,Collection,Source,Copyright,Production Company,Copyright Notes,Film Title,Director,Photographer,Form/Genre,Location,Physical Description,Notes,Embedded Video: media (field_media)
366,Albert Maysles Select 1,Year:هت2005Collection:هتLumiere Productions  Copyright:هت2010 Copyright Notes:هتLumiere Productions Film Title:هتTo Tell The TruthDirector:هتLumiere Productions  Physical Description:هتOn the power of documentary film.  media:هت,2005,,,2005,,Lumiere Productions,,2010,,Lumiere Productions,To Tell The Truth,Lumiere Productions,,,,On the power of documentary film.,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_to_tell_the_truth_albert_mayles_select_1.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_1&autostart=false&protection=098474d25f97e575931d250717b0d43b21ecbc93""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
328,Bonus March Excerpt 1 - Workers Gassed,Year:هت1932Collection:هتLumiere Productions  Copyright:هت1932 Copyright Notes:هتLeo Seltzer Film Title:هتBonus MarchDirector:هتWorkers Film and Photo League (Leo Seltzer)  Physical Description:هتWorkers Gassed  media:هت,1932,Documentary Tradition,Documentary Tradition,1932,,Lumiere Productions,,1932,,Leo Seltzer,Bonus March,Workers Film and Photo League (Leo Seltzer),,,,Workers Gassed,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_fall2010_bonus_march_excerpt_1_workers_gassed.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_3&autostart=false&protection=a03377cb01c04f7b44b97a0bb6fa3580ed2edb39""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
327,Borinage Excerpt 1- Protest,Year:هت1933Collection:هتLumiere Productions  Copyright:هت2008 Copyright Notes:هتEuropean Foundation - Joris Ivens Film Title:هتBorinageDirector:هتJoris Evens/Henri Storck  Physical Description:هتProtest  media:هت,1933,Documentary Tradition,Documentary Tradition,1933,,Lumiere Productions,,2008,,European Foundation - Joris Ivens,Borinage,Joris Evens/Henri Storck,,,,Protest,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_fall2010_borinage_1_protest.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_5&autostart=false&protection=13c44bb612e8cf32c70bf4462dedf7f12567ee09""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
333,Borinage Excerpt 2- Protest,Year:هت1933Collection:هتLumiere Productions  Copyright:هت2008 Copyright Notes:هتEuropean Foundation/Joris Evens Film Title:هتBorinageDirector:هتJoris Evens/Henri Storck  Physical Description:هتDr. visits family  media:هت,1933,Documentary Tradition,Documentary Tradition,1933,,Lumiere Productions,,2008,,European Foundation/Joris Evens,Borinage,Joris Evens/Henri Storck,,,,Dr. visits family,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_fall2010_borinage_2_doc_visits_family.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_7&autostart=false&protection=e147ad17bcc011f4ebbe54f1e4303a2690bda3d1""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
330,Borinage Excerpt 3- Protest,Year:هت1933Collection:هتLumiere Productions  Copyright:هت2008 Copyright Notes:هتEuropean Foundation - Joris Ivens Director:هتJoris Evens/Henri Storck  Physical Description:هتSocialism  media:هت,1933,Documentary Tradition,Documentary Tradition,1933,,Lumiere Productions,,2008,,European Foundation - Joris Ivens,,Joris Evens/Henri Storck,,,,Socialism,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_fall2010_borinage_3_socialism.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_9&autostart=false&protection=46b236a99c8e7a42cacfe96927b7d2ab947b4509""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
367,Brian Winston Select 1,Year:هت2010Collection:هتLumiere Productions  Copyright:هت2010 Copyright Notes:هتLumiere Productions Film Title:هتTo Tell The TruthDirector:هتLumiere Productions  Physical Description:هتGrierson was pretending to give us the truth.  media:هت,2010,,,2010,,Lumiere Productions,,2010,,Lumiere Productions,To Tell The Truth,Lumiere Productions,,,,Grierson was pretending to give us the truth.,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_to_tell_the_truth_brian_winston_select_1.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_11&autostart=false&protection=a72f4f49a3c953a7118d61f4879c245ae0c06fa3""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
368,Brian Winston Select 2,Year:هت2010Collection:هتLumiere Productions  Copyright:هت2010 Copyright Notes:هتLumiere Productions Film Title:هتTo Tell The TruthDirector:هتLumiere Productions  Physical Description:هتGrierson did a terrible job putting the working class on the screen.  media:هت,2010,,,2010,,Lumiere Productions,,2010,,Lumiere Productions,To Tell The Truth,Lumiere Productions,,,,Grierson did a terrible job putting the working class on the screen.,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_to_tell_the_truth_brian_winston_select_2.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_13&autostart=false&protection=57f8025c37df66382f56249a85075766aa20b229""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
369,Brian Winston Select 3,Year:هت2010Collection:هتLumiere Productions  Copyright:هت2010 Copyright Notes:هتLumiere Productions Film Title:هتTo Tell The TruthDirector:هتLumiere Productions  Physical Description:هتNight Mail was done with such aplomb that it was a fascinating picture of something everybody knew about but didn't actually know about.   media:هت,2010,,,2010,,Lumiere Productions,,2010,,Lumiere Productions,To Tell The Truth,Lumiere Productions,,,,Night Mail was done with such aplomb that it was a fascinating picture of something everybody knew about but didn't actually know about.,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_to_tell_the_truth_brian_winston_select_3.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_15&autostart=false&protection=6c59c038f396f3ad9482895f0ee5c884cd7a0b97""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
370,Brian Winston Select 4,Year:هت2010Collection:هتLumiere Productions  Copyright:هت2010 Copyright Notes:هتLumiere Productions Film Title:هتTo Tell The TruthDirector:هتLumiere Productions  Physical Description:هتThe responses  on film  to the depression in Britain and the U.S. were very much the same.  media:هت,2010,,,2010,,Lumiere Productions,,2010,,Lumiere Productions,To Tell The Truth,Lumiere Productions,,,,The responses  on film  to the depression in Britain and the U.S. were very much the same.,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_to_tell_the_truth_brian_winston_select_4.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_17&autostart=false&protection=676b9a8ba3f5221af1f72ffd4570920add868762""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
365,Buzz Alexander Select 1,Year:هت2002Collection:هتLumiere Productions  Copyright:هت2010 Copyright Notes:هتLumiere Productions Film Title:هتTo Tell The TruthDirector:هتLumiere Productions  Physical Description:هتThe Idealism of the FPL  media:هت,2002,,,2002,,Lumiere Productions,,2010,,Lumiere Productions,To Tell The Truth,Lumiere Productions,,,,The Idealism of the FPL,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_to_tell_the_truth_buzz_alexander_select_1.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_19&autostart=false&protection=55eda585a3bbc31c4454cea197c0b1bed14d8f01""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
371,Buzz Alexander Select 2,Year:هت2002Collection:هتLumiere Productions  Copyright:هت2010 Copyright Notes:هتLumiere Productions Film Title:هتTo Tell The TruthDirector:هتLumiere Productions  Physical Description:هتThe FPL: Shooting and Editing in new and different ways.  media:هت,2002,,,2002,,Lumiere Productions,,2010,,Lumiere Productions,To Tell The Truth,Lumiere Productions,,,,The FPL: Shooting and Editing in new and different ways.,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_to_tell_the_truth_buzz_alexander_select_2.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_21&autostart=false&protection=fc30f2d795aeaef53d1040fc28369084ce5e4057""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
372,Buzz Alexander Select 3,Year:هت2002Collection:هتLumiere Productions  Copyright:هت2010 Copyright Notes:هتLumiere Productions Film Title:هتTo Tell The TruthDirector:هتLumiere Productions  Physical Description:هتOn Pare Lorentz  media:هت,2002,,,2002,,Lumiere Productions,,2010,,Lumiere Productions,To Tell The Truth,Lumiere Productions,,,,On Pare Lorentz,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_to_tell_the_truth_buzz_alexander_select_3.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_23&autostart=false&protection=2780370c0c8ba727d4c1d5c1ef52482cc6d09a87""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
373,Buzz Alexander Select 4,Year:هت2002Collection:هتLumiere Productions  Copyright:هت2010 Copyright Notes:هتLumiere Productions Director:هتLumiere Productions  Physical Description:هتPare Lorentz wanted to make a film about the dust bowl.  media:هت,2002,,,2002,,Lumiere Productions,,2010,,Lumiere Productions,,Lumiere Productions,,,,Pare Lorentz wanted to make a film about the dust bowl.,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_to_tell_the_truth_buzz_alexander_select_4.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_25&autostart=false&protection=bb7cc152f432beefb758d0afb3e51b443a0d4b39""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
374,Buzz Alexander Select 5,Year:هت2002Collection:هتLumiere Productions  Copyright:هت2010 Copyright Notes:هتLumiere Productions Film Title:هتTo Tell The TruthDirector:هتLumiere Productions  Physical Description:هتThe Clash of Vision over the Plow that Broke the Plains  media:هت,2002,,,2002,,Lumiere Productions,,2010,,Lumiere Productions,To Tell The Truth,Lumiere Productions,,,,The Clash of Vision over the Plow that Broke the Plains,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_to_tell_the_truth_buzz_alexander_select_5.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_27&autostart=false&protection=ceb0ad2c3b7177c9cc0e99c1092c565c6ceeb2e1""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
375,Buzz Alexander Select 6,Year:هت2002Collection:هتLumiere Productions  Copyright:هت2010 Copyright Notes:هتLumiere Productions Film Title:هتTo Tell The TruthDirector:هتLumiere Productions  Physical Description:هتLorentz was a wonderful writer.  media:هت,2002,,,2002,,Lumiere Productions,,2010,,Lumiere Productions,To Tell The Truth,Lumiere Productions,,,,Lorentz was a wonderful writer.,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_to_tell_the_truth_buzz_alexander_select_6.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_29&autostart=false&protection=e7279bb8733fb007f360d85f6e13be095f4dec6b""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
376,Buzz Alexander Select 7,Year:هت2002Collection:هتLumiere Productions  Copyright Notes:هت2010 Film Title:هتTo Tell The TruthDirector:هتLumiere Productions  Physical Description:هتThe Limitations of 'Plow' being a government film.  media:هت,2002,,,2002,,Lumiere Productions,,,,2010,To Tell The Truth,Lumiere Productions,,,,The Limitations of 'Plow' being a government film.,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_to_tell_the_truth_buzz_alexander_select_7.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_31&autostart=false&protection=4c5308eec96ef1f7ae47e7c3697e73612182f382""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
95,Chronicle of a Summer,Year:هت1961 Film Title:هتChronicle of a SummerDirector:هتEdgar Morin and Jean Rouch  media:هت,1961,,Documentary Tradition,1961,,,,,,,Chronicle of a Summer,Edgar Morin and Jean Rouch,,,,,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/soa_gaines_fall2010_chronicle_of_a_summer.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_33&autostart=false&protection=c98f736fc8aa2cc101536f6eb2d0e9c21275d80b""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
329,Coal Face Excerpt 1- The Coal face is a mile from the shaft,Year:هت1934Collection:هتLumiere Productions  Copyright:هت1934 Copyright Notes:هتRoyal Mail Group Film Title:هتCoal FaceDirector:هتAlberto Cavalcanti  Physical Description:هتThe coal face is a mile from the shaft  media:هت,1934,Documentary Tradition,Documentary Tradition,1934,,Lumiere Productions,,1934,,Royal Mail Group,Coal Face,Alberto Cavalcanti,,,,The coal face is a mile from the shaft,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_fall2010_coal_face_excerpt_1.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_35&autostart=false&protection=43fa4cb0646482e8dc2d1d24d6ee3d0a592b9301""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
331,Coal Face Excerpt 2- Cramped Position,Year:هت1934Collection:هتLumiere Productions  Copyright:هت1934 Copyright Notes:هتRoyal Mail Group Film Title:هتCoal FaceDirector:هتAlberto Cavalcanti  Physical Description:هتCramped Position  media:هت,1934,Documentary Tradition,Documentary Tradition,1934,,Lumiere Productions,,1934,,Royal Mail Group,Coal Face,Alberto Cavalcanti,,,,Cramped Position,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_fall2010_coal_face_excerpt_2.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_37&autostart=false&protection=f0f4c7674496b66a48e55bf8d5c666d8a4411db3""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
332,Coal Face Excerpt 3- One In Five Injured,Year:هت1934Collection:هتLumiere Productions  Copyright:هت1934 Copyright Notes:هتRoyal Mail Group Film Title:هتCoal FaceDirector:هتAlberto Calvacanti  Physical Description:هتOne in Five Injured  media:هت,1934,Documentary Tradition,Documentary Tradition,1934,,Lumiere Productions,,1934,,Royal Mail Group,Coal Face,Alberto Calvacanti,,,,One in Five Injured,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_fall2010_coal_face_excerpt_3.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_39&autostart=false&protection=e4302d6ff32df860f828fe15aaafab0ee5e1e0cf""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
334,Coal Face Excerpt 4- Where The Coal Goes,Year:هت1934Collection:هتLumiere Productions  Copyright:هت1934 Copyright Notes:هتRoyal Mail Group Director:هتAlberto Cavalcanti  Physical Description:هتWhere The Coal Goes  media:هت,1934,Documentary Tradition,Documentary Tradition,1934,,Lumiere Productions,,1934,,Royal Mail Group,,Alberto Cavalcanti,,,,Where The Coal Goes,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_fall2010_coal_face_excerpt_4.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_41&autostart=false&protection=dc71815051aab60b543258d8af2ebfd712bda3fa""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
93,Curse of the Qwon Gwon,Year:هت1916Film Title:هتCurse of the Qwon GwonDirector:هتMarion E. Wong  Notes:هتMandarin Film Co.media:هت,1916,Silent Chinese American Cinema,Historiography,1916,,,,,,,Curse of the Qwon Gwon,Marion E. Wong,,,,,Mandarin Film Co.,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/soa_gaines_fall2010_curse.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_43&autostart=false&protection=ea67aa1c6c4633a71e42058270ebc05eab0261fe""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
335,Detroit Workers Excerpt 1- Ford Massacre,Year:هت1932Collection:هتLumiere Productions  Copyright:هت1932 Copyright Notes:هتLeo Seltzer Film Title:هتDetroit WorkersDirector:هتWorkers Film and Photo League (Leo Seltzer  Joseph Hudyma  Robert Del Duca  Lester Balog)  Physical Description:هتDetroit Ford Massacre  media:هت,1932,Documentary Tradition,Documentary Tradition,1932,,Lumiere Productions,,1932,,Leo Seltzer,Detroit Workers,Workers Film and Photo League (Leo Seltzer  Joseph Hudyma  Robert Del Duca  Lester Balog),,,,Detroit Ford Massacre,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_fall2010_detroit_workers_excerpt_1.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_45&autostart=false&protection=7d2f6d80ee6a4e084dacef30f73edd23e3cb5699""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
96,ER: The Live Show,media:هت,,,Documentary Tradition,,,,,,,,,,,,,,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/soa_gaines_fall2010_er_the_live_show.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_47&autostart=false&protection=9eee028342529fedea4af991b6185c8d9b61ca57""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
377,George Stoney Select 1,Year:هت2002Collection:هتLumiere Productions  Copyright:هت2010 Copyright Notes:هتLumiere Productions Film Title:هتTo Tell The TruthDirector:هتLumiere Productions  Physical Description:هتI think Pare Lorentz's film really opened people up.هت I showed it  I think  about 118 times.  media:هت,2002,,,2002,,Lumiere Productions,,2010,,Lumiere Productions,To Tell The Truth,Lumiere Productions,,,,I think Pare Lorentz's film really opened people up.هت I showed it  I think  about 118 times.,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_to_tell_the_truth_george_stoney_select_1.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_49&autostart=false&protection=7498e5ec27ad808c98a2d9fa6e63ee8d4b811831""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
378,George Stoney Select 2,Year:هت2002Collection:هتLumiere Productions  Copyright:هت2010 Copyright Notes:هتLumiere Productions Film Title:هتTo Tell The TruthDirector:هتLumiere Productions  Physical Description:هتWe weren't propagandists  we were just trying to make people believe what we did.هت That was my job!  media:هت,2002,,,2002,,Lumiere Productions,,2010,,Lumiere Productions,To Tell The Truth,Lumiere Productions,,,,We weren't propagandists  we were just trying to make people believe what we did.هت That was my job!,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_to_tell_the_truth_george_stoney_select_2.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_51&autostart=false&protection=ae6d6e6b41c15af696d2deaa3b6d6bf97cbda74b""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
