Node ID,Title,Body,Year,Category,Course,Date,Repository,Collection,Source,Copyright,Production Company,Copyright Notes,Film Title,Director,Photographer,Form/Genre,Location,Physical Description,Notes,Embedded Video: media (field_media)
379,George Stoney Select 3,Year:هت2002Collection:هتLumiere Productions  Copyright:هت2010 Copyright Notes:هتLumiere Productions Film Title:هتTo Tell The TruthDirector:هتLumiere Productions  Physical Description:هتOn the difference between the films of the Film and Photo League and Pare Lorentz.  media:هت,2002,,,2002,,Lumiere Productions,,2010,,Lumiere Productions,To Tell The Truth,Lumiere Productions,,,,On the difference between the films of the Film and Photo League and Pare Lorentz.,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_to_tell_the_truth_george_stoney_select_3.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_53&autostart=false&protection=71686cee30a3f2cfe023f1bb96ff81ad6dddb23c""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
338,Hands,Year:هت1934Collection:هتLumiere Productions  Copyright:هت1934 Copyright Notes:هتNational Archives and Records Service Film Title:هتHandsDirector:هتWillard Van Dyke; Ralph Steiner  Physical Description:هتHands  media:هت,1934,Documentary Tradition,Documentary Tradition,1934,,Lumiere Productions,,1934,,National Archives and Records Service,Hands,Willard Van Dyke; Ralph Steiner,,,,Hands,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_fall2010_hands.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_55&autostart=false&protection=b9bc213f41043ade8f8a90fdbc58512cc3fe1a58""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
336,Housing Problems Excerpt 1- The Problems of the Slum,Year:هت1935Collection:هتLumiere Productions  Copyright:هت2007 Copyright Notes:هتBFI Director:هتRuby Grierson w Arthur Elton/Edgar Anstey/John Taylor  Physical Description:هتThe Problems of the Slum  media:هت,1935,Documentary Tradition,Documentary Tradition,1935,,Lumiere Productions,,2007,,BFI,,Ruby Grierson w Arthur Elton/Edgar Anstey/John Taylor,,,,The Problems of the Slum,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_fall2010_housing_problems_excerpt_1.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_57&autostart=false&protection=132ddf885fc27c87029e40afd135f3837007e65e""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
337,Housing Problems Excerpt 2- Hope for the Future,Year:هت1935Collection:هتLumiere Productions  Copyright:هت2007 Copyright Notes:هتBFI Director:هتRuby Grierson w Arthur Elton/Edgar Anstey/John Taylor  Physical Description:هتHope for the Future  media:هت,1935,Documentary Tradition,Documentary Tradition,1935,,Lumiere Productions,,2007,,BFI,,Ruby Grierson w Arthur Elton/Edgar Anstey/John Taylor,,,,Hope for the Future,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_fall2010_housing_problems_excerpt_2.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_59&autostart=false&protection=c7ff9d335762758da5cfba4a4db4bcc2e45c6f32""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
339,Hunger 1932 Excerpt 1- The Unemployed,Year:هت1932Collection:هتLumiere Productions  Copyright:هت1932 Copyright Notes:هتLeo Seltzer Film Title:هتHunger 1932Director:هتWorkers Film and Photo League (Leo Seltzer/Leo Hurwitz/Sam Brody/Robert Del Duca)  Physical Description:هتThe Unemployed  media:هت,1932,Documentary Tradition,Documentary Tradition,1932,,Lumiere Productions,,1932,,Leo Seltzer,Hunger 1932,Workers Film and Photo League (Leo Seltzer/Leo Hurwitz/Sam Brody/Robert Del Duca),,,,The Unemployed,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_fall2010_hunger_1932_excerpt_1.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_61&autostart=false&protection=8cd7900bbe1c72f43f5432d75b4dfa73acbe367d""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
340,Industrial Britain Excerpt 1- Glass Blowers,Year:هت1931Collection:هتLumiere Productions  Copyright:هت2007 Copyright Notes:هتBFI Film Title:هتIndustrial BritainDirector:هتEMB Unit (John Grierson/Robert Flaherty)  Physical Description:هتGlass Blowers  media:هت,1931,Documentary Tradition,Documentary Tradition,1931,,Lumiere Productions,,2007,,BFI,Industrial Britain,EMB Unit (John Grierson/Robert Flaherty),,,,Glass Blowers,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_fall2010_industrial_britain_excerpt_1.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_63&autostart=false&protection=301ae522dca9bd84948d8b85f97bf13d16e18b05""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
341,Industrial Britain Excerpt 2- Steel Workers,Year:هت1931Collection:هتLumiere Productions  Copyright:هت2007 Copyright Notes:هتBFI Film Title:هتIndustrial BritainDirector:هتEMB Unit (John Grierson/Robert Flaherty)  Physical Description:هتSteel Workers  media:هت,1931,Documentary Tradition,Documentary Tradition,1931,,Lumiere Productions,,2007,,BFI,Industrial Britain,EMB Unit (John Grierson/Robert Flaherty),,,,Steel Workers,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_fall2010_industrial_britain_excerpt_2.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_65&autostart=false&protection=460ca0fcfa31d8afdc2801641331a7e1d48cac75""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
380,Jeffey Richards 1,Year:هت2010Collection:هتLumiere Productions  Copyright:هت2010 Copyright Notes:هتLumiere Productions Film Title:هتTo Tell The TruthDirector:هتLumiere Productions  Physical Description:هتGrierson had a dual purpose: to create a socially purposive cinema and to inform and educate the mass electorate.  media:هت,2010,,,2010,,Lumiere Productions,,2010,,Lumiere Productions,To Tell The Truth,Lumiere Productions,,,,Grierson had a dual purpose: to create a socially purposive cinema and to inform and educate the mass electorate.,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_jeffrey_richards_select_1.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_67&autostart=false&protection=8602981c9ba0db826d0d2e33f623b60f6784fc75""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
381,Jeffey Richards 2,Year:هت2010Collection:هتLumiere Productions  Copyright:هت2010 Copyright Notes:هتLumiere Productions Film Title:هتTo Tell The TruthDirector:هتLumiere Productions  Physical Description:هتThe documentary movement in Britain was not a commercial movement  it was a sponsored movement.  media:هت,2010,,,2010,,Lumiere Productions,,2010,,Lumiere Productions,To Tell The Truth,Lumiere Productions,,,,The documentary movement in Britain was not a commercial movement  it was a sponsored movement.,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_jeffrey_richards_select_2.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_69&autostart=false&protection=94f8d833a6e41207d4b2e6320f96e678ebba033c""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
382,Jeffey Richards 3,Year:هت2010Collection:هتLumiere Productions  Copyright:هت2010 Copyright Notes:هتLumiere Productions Film Title:هتTo Tell The TruthDirector:هتLumiere Productions  Physical Description:هتGrierson attributed to the avoidance of revolution in Britain to his success in educational programming and the creation of sympathy between classes.  media:هت,2010,,,2010,,Lumiere Productions,,2010,,Lumiere Productions,To Tell The Truth,Lumiere Productions,,,,Grierson attributed to the avoidance of revolution in Britain to his success in educational programming and the creation of sympathy between classes.,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_jeffrey_richards_select_3.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_71&autostart=false&protection=9b4a42aa630112abdc4bf94c5e1b044b1baa0833""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
399,La Fee Aux Choux,Year:هت1896Film Title:هتLa Fee Aux ChouxDirector:هتAlice Guy Blache  media:هت,1896,,,1896,,,,,,,La Fee Aux Choux,Alice Guy Blache,,,,,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_fall2010_lafeeauxchoux.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_73&autostart=false&protection=87b52d29f5ad18f4bc2442646db0a42ea6e2aaa8""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
343,"Land Without Bread Excerpt 1- Kids and Goats""""",Year:هت1933Collection:هتLumiere Productions  Copyright:هت1933 Copyright Notes:هتAbel Jacquin Film Title:هتLand Without BreadDirector:هتLuis Bunuel  Physical Description:هتKids and Goats  media:هت,1933,Documentary Tradition,Documentary Tradition,1933,,Lumiere Productions,,1933,,Abel Jacquin,Land Without Bread,Luis Bunuel,,,,Kids and Goats,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_fall2010_land_without_bread_part_1.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_75&autostart=false&protection=8cabae5db2c3c89724e26c1c8ad16e3fdb89075a""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
342,"Land Without Bread Excerpt 2- Idiots""""",Year:هت1933Collection:هتLumiere Productions  Copyright:هت1933 Copyright Notes:هتAbel Jacquin Director:هتLuis Bunuel  Physical Description:هت&quot;Idiots&quot;  media:هت,1933,Documentary Tradition,Documentary Tradition,1933,,Lumiere Productions,,1933,,Abel Jacquin,,Luis Bunuel,,,,&quot;Idiots&quot;,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_fall2010_land_without_bread_part_2.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_77&autostart=false&protection=df511b934554efedd2f1272b2477475900ec6c45""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
383,Larry Levine 1,Year:هت2010Collection:هتLumiere Productions  Copyright:هت2010 Copyright Notes:هتLumiere Productions Film Title:هتTo Tell The TruthDirector:هتLumiere Productions  Physical Description:هت'Capra wanted to have his cake and eat it  too.'  media:هت,2010,,,2010,,Lumiere Productions,,2010,,Lumiere Productions,To Tell The Truth,Lumiere Productions,,,,Capra wanted to have his cake and eat it  too.',,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_larry_levine_select_1.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_79&autostart=false&protection=ed99413c49074ee07ab0b645c9f69283667e63e4""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
384,Leo Hurwitz 1,Year:هت1988Collection:هتLumiere Productions  Copyright:هت1988 Copyright Notes:هتTom Hurwitz Film Title:هتTo Tell The TruthDirector:هتTom Hurwitz  Physical Description:هتOn the making of Hunger in the 1930s  feeling that the marches should be filmed differently.  media:هت,1988,,,1988,,Lumiere Productions,,1988,,Tom Hurwitz,To Tell The Truth,Tom Hurwitz,,,,On the making of Hunger in the 1930s  feeling that the marches should be filmed differently.,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_leo_hurwitz_select_1.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_81&autostart=false&protection=9af8186882ee9a97adaa5fbc37ab2c7d158efd91""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
385,Leo Hurwitz 2,Year:هت1988Collection:هتLumiere Productions  Copyright:هت1988 Copyright Notes:هتTom Hurwitz Film Title:هتTo Tell The TruthDirector:هتTom Hurwitz  Physical Description:هت'My relationship to what I was doing was in no way categorized by a demand for objectivity.'هت Objectivity is the reason for lack of vitality and depth in most documentary.  media:هت,1988,,,1988,,Lumiere Productions,,1988,,Tom Hurwitz,To Tell The Truth,Tom Hurwitz,,,,My relationship to what I was doing was in no way categorized by a demand for objectivity.'هت Objectivity is the reason for lack of vitality and depth in most documentary.,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_leo_hurwitz_select_2.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_83&autostart=false&protection=2e9e38dd9a0ddb16447d4800930f0b02a7aa331f""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
386,Leo Hurwitz 3,Year:هت1988Collection:هتLumiere Productions  Copyright:هت1988 Copyright Notes:هتTom Hurwitz Film Title:هتTo Tell The TruthDirector:هتTom Hurwitz  Physical Description:هتYou could say it's propaganda  but someone else could say 'No  it's the truth.'  media:هت,1988,,,1988,,Lumiere Productions,,1988,,Tom Hurwitz,To Tell The Truth,Tom Hurwitz,,,,You could say it's propaganda  but someone else could say 'No  it's the truth.',,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_leo_hurwitz_select_3.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_85&autostart=false&protection=b7365747424bac55ce78111e3fa6680dbd4c77c4""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
387,Leo Hurwitz 4,Year:هت1988Collection:هتLumiere Productions  Copyright:هت1988 Copyright Notes:هتTom Hurwitz Film Title:هتTo Tell The TruthDirector:هتTom Hurwitz  Physical Description:هتOn the emptiness of popular newsreels.  media:هت,1988,,,1988,,Lumiere Productions,,1988,,Tom Hurwitz,To Tell The Truth,Tom Hurwitz,,,,On the emptiness of popular newsreels.,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_leo_hurwitz_select_4.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_87&autostart=false&protection=4227a7eda9d9b2c9ec6f3cdffbc94e1ce1576df6""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
388,Leo Hurwitz 5,Year:هت1988Collection:هتLumiere Productions  Copyright:هت1988 Copyright Notes:هتTom Hurwitz Film Title:هتTo Tell The TruthDirector:هتTom Hurwitz  Physical Description:هتThe Film and Photo League were interested in using film to deal with the realities of the world.  media:هت,1988,,,1988,,Lumiere Productions,,1988,,Tom Hurwitz,To Tell The Truth,Tom Hurwitz,,,,The Film and Photo League were interested in using film to deal with the realities of the world.,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_leo_hurwitz_select_5.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_89&autostart=false&protection=e0c601a2d21880c0d1aabac22f8ffd6c04fe66c6""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
389,Leo Hurwitz 6,Year:هت1988Collection:هتLumiere Productions  Copyright:هت1988 Copyright Notes:هتTom Hurwitz Film Title:هتTo Tell The TruthDirector:هتTom Hurwitz  Physical Description:هتOn making The Plow that Broke the Plains without a script.  media:هت,1988,,,1988,,Lumiere Productions,,1988,,Tom Hurwitz,To Tell The Truth,Tom Hurwitz,,,,On making The Plow that Broke the Plains without a script.,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_leo_hurwitz_select_6.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_91&autostart=false&protection=bab6cbb135d466feb6a9f4fe460da189e957ff4c""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
390,Leo Hurwitz 7,Year:هت1988Collection:هتLumiere Productions  Copyright:هت1988 Copyright Notes:هتTom Hurwitz Film Title:هتTo Tell The TruthDirector:هتTom Hurwitz  Physical Description:هتThe difficulties of working with Pare Lorentz on The Plow that Broke the Plains.  media:هت,1988,,,1988,,Lumiere Productions,,1988,,Tom Hurwitz,To Tell The Truth,Tom Hurwitz,,,,The difficulties of working with Pare Lorentz on The Plow that Broke the Plains.,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_leo_hurwitz_select_7.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_93&autostart=false&protection=7ff80216ab667745552f39fc33db9ecc87462520""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
391,Leo Seltzer 1,Year:هت2002Collection:هتLumiere Productions  Copyright:هت2010 Copyright Notes:هتLumiere Productions Film Title:هتTo Tell The TruthDirector:هتLumiere Productions  Physical Description:هتThe Film and Photo League was set up in opposition to Hollywood films which were giving the wrong impression of what America was like.  media:هت,2002,,,2002,,Lumiere Productions,,2010,,Lumiere Productions,To Tell The Truth,Lumiere Productions,,,,The Film and Photo League was set up in opposition to Hollywood films which were giving the wrong impression of what America was like.,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_leo_seltzer_select_1.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_95&autostart=false&protection=691f72335a2a8bf585b260ede80076965d8f56c1""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
392,Leo Seltzer 2,Year:هت2002Collection:هتLumiere Productions  Copyright:هت2010 Copyright Notes:هتLumiere Productions Film Title:هتTo Tell The TruthDirector:هتLumiere Productions  Physical Description:هتHow did you show that the government was the enemy?  media:هت,2002,,,2002,,Lumiere Productions,,2010,,Lumiere Productions,To Tell The Truth,Lumiere Productions,,,,How did you show that the government was the enemy?,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_leo_seltzer_select_2.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_97&autostart=false&protection=15d9321f71505d44eb5442f819c7c8cbe71eeb4d""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
393,Leo Seltzer 3,Year:هت2002Collection:هتLumiere Productions  Copyright:هت2010 Copyright Notes:هتLumiere Productions Film Title:هتTo Tell The TruthDirector:هتLumiere Productions  Physical Description:هتI think it is very important for the filmmaker to have a point of view  and use the camera to express that point of view.  media:هت,2002,,,2002,,Lumiere Productions,,2010,,Lumiere Productions,To Tell The Truth,Lumiere Productions,,,,I think it is very important for the filmmaker to have a point of view  and use the camera to express that point of view.,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_leo_seltzer_select_3.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_99&autostart=false&protection=916f65fe966db13f4d5e5fb3048756097c76c9ab""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
394,Leo Seltzer 4,Year:هت2002Collection:هتLumiere Productions  Copyright:هت2010 Copyright Notes:هتLumiere Productions Film Title:هتTo Tell The TruthDirector:هتLumiere Productions  Physical Description:هتWith due respect to Pare Lorentz  the American government 'made' his films.  media:هت,2002,,,2002,,Lumiere Productions,,2010,,Lumiere Productions,To Tell The Truth,Lumiere Productions,,,,With due respect to Pare Lorentz  the American government 'made' his films.,,"   Embed Code:   <script type=text/javascript"" src=""http://ccnmtl.columbia.edu/stream/jsembed?player=v4&file=secure/courses/film_gaines_leo_seltzer_select_4.flv&width=480&height=360&poster=http://ccnmtl.columbia.edu/broadcast/posters/vidthumb_480x360.jpg&id=field_media_video_101&autostart=false&protection=29da8de6dffabcf84f4175372693e4d0c31a5904""></script>  To embed this video on your own site  simply copy and paste the html code from this text area.      """
